,Page URL,Name,Description,Amount
295,https://www.rockefellerfoundation.org/grant/grant-2019-175/,The ONE Campaign 2019,"in general support of its mission to fight extreme poverty and preventable disease, particularly in Africa, by raising public awareness and educating policy makers about the importance of smart and effective policies and programs","$1,250,000"
296,https://www.rockefellerfoundation.org/grant/grant-united-nations-foundation-2019-3/,United Nations Foundation 2019,to hold a Bellagio convening aimed at shaping a global data governance agenda and conduct related research,"$100,000"
297,https://www.rockefellerfoundation.org/grant/grant-aspen-institute-2019-5/,Aspen Institute 2019,for use by its Congressional Program toward the costs of a nonpartisan project to educate legislators on key public policy issues,"$350,000"
298,https://www.rockefellerfoundation.org/grant/grant-world-health-organization-2019-5/,World Health Organization 2019,"toward the costs of ""Walk the Talk: The Health for All Challenge"" to be held in New York, New York, September, 2019","$15,000"
299,https://www.rockefellerfoundation.org/grant/grant-asia-society-2019-2/,Asia Society 2019,"for use by its Asia Society Policy Institute in support of fostering relationships with Chinese leaders, philanthropists and innovators to help shape the future of Chinese venture philanthropy","$250,000"
300,https://www.rockefellerfoundation.org/grant/grant-tufts-university-2019-5/,Tufts University 2019,"for use by its Gerald J. and Dorothy R. Friedman School of Nutrition Science and Policy in support of landscaping current funding for nutrition research, and gathering evidence on the need for a larger, coordinated effort to advance nutrition science in the U. S.","$351,362"
301,https://www.rockefellerfoundation.org/grant/grant-asia-foundation-2019-2/,Asia Foundation 2019,"in support of a project on ""Achieving Sustainable Development in Southeast Asia through Greater Engagement with China’s Development Actors""","$300,000"
302,https://www.rockefellerfoundation.org/grant/grant-kings-college-london-2019-2/,King's College London 2019,for use by its Department of International Development in support of a special series of The Lancet entitled “Political Science in Global Health Policy-Making”. ,"$50,000"
303,https://www.rockefellerfoundation.org/grant/grant-genesis-analytics-2019-2/,Genesis Analytics 2019,in support of developing a toolkit to share the learnings of The Rockefeller Foundation's YieldWise Initiative to the relevant actors in the food loss and waste sector,"$149,624"
304,https://www.rockefellerfoundation.org/grant/grant-total-impact-capital-2019-2/,Total Impact Capital 2019,in support of designing and launching an asset-backed financing platform to facilitate the financing of small- and medium-sized enterprises in the pharmaceutical sector in Kenya in an effort to enhance access to medications <br/> <br/> ,"$395,847"
305,https://www.rockefellerfoundation.org/grant/grant-rockefeller-philanthropy-advisors-2019-27/,Rockefeller Philanthropy Advisors 2019,for use by its MDG Health Alliance in support of working with governments to strengthen and scale community-health programs,"$1,000,000"
306,https://www.rockefellerfoundation.org/grant/grant-intrinsic-value-exchange-inc-2019-2/,"Intrinsic Value Exchange, Inc. 2019","toward the costs of researching and developing the Intrinsic Value Exchange, a model for public ownership of natural capital ecosystem services","$750,000"
307,https://www.rockefellerfoundation.org/grant/grant-meridian-institute-2019-14/,Meridian Institute 2019,"in support of a convening to advance integrated electrification in order to help end energy poverty to be held at The Rockefeller Foundation Bellagio Center, Italy, December 2019","$400,000"
308,https://www.rockefellerfoundation.org/grant/grant-2019-99/,2019,in support of an investment case study to accelerate the introduction of a new drug-resistant TB regimen that could potentially end deaths from drug-resistant TB by 2025,"$250,000"
309,https://www.rockefellerfoundation.org/grant/grant-2019-170/,2019,toward the costs of the #valuable campaign to increase the inclusion of people with disabilities through inclusive business practices,"$200,000"
311,https://www.rockefellerfoundation.org/grant/grant-new-venture-fund-2019-29/,New Venture Fund 2019,for use by its Oakland Fund for Public Innovation toward the costs of enhancing Oakland’s capacity to leverage the Opportunity Zones tax incentive to attract private investments into distressed communities,"$400,000"
312,https://www.rockefellerfoundation.org/grant/grant-2019-168/,Rockefeller Philanthropy Advisors 2019,for use by 100 Resilient Cities toward the costs of winding down its operations,"$12,000,000"
313,https://www.rockefellerfoundation.org/grant/grant-all-on-partnerships-for-energy-access-limited-by-guarantee-2019-4/,"All On Partnerships for Energy Access, Limited by Guarantee 2019","in support of establishing the All On Hub, a support facility for energy entrepreneurs that will build the capabilities of mini-grid and off-grid entrepreneurs in the Nigerian energy sector","$3,484,240"
314,https://www.rockefellerfoundation.org/grant/grant-2019-169/,Philanthropy New York 2019,"in general support of its mission to support the practice of effective philanthropy for the public good through educational activities, publications and communications","$160,000"
315,https://www.rockefellerfoundation.org/grant/grant-2019-172/,Center for Effective Philanthropy 2019,"in general support of its mission to provide data and create insight so philanthropic funders can better define, assess and improve their effectiveness and impact<br/> ","$200,000"
316,https://www.rockefellerfoundation.org/grant/grant-2019-167/,United Nations Economic Commission for Africa 2019,in support of implementing the African Women's Leadership Fund,"$100,000"
317,https://www.rockefellerfoundation.org/grant/grant-2019-153/,Invest Atlanta 2019,in support of enhancing Atlanta’s capacity to leverage the Opportunity Zones tax incentive to attract private investments into distressed communities,"$400,000"
318,https://www.rockefellerfoundation.org/grant/grant-crossboundary-llc-2019-6/,CrossBoundary LLC 2019,in support of developing an innovation lab to assess the viability of mini-grid models to support energy service companies to accelerate energy access for poor and vulnerable people in rural areas in Africa,"$798,941"
319,https://www.rockefellerfoundation.org/grant/grant-center-for-us-global-leadership-2019-3/,Center for US Global Leadership 2019,in general support of its mission to educate and engage the American public and opinion leaders across the country on the importance of America's civilian tools of development and diplomacy,"$500,000"
320,https://www.rockefellerfoundation.org/grant/grant-2019-157/,Johns Hopkins University 2019,"in support of the Guiding Opportunity (GO) AmeriCorps VISTA program, an effort to help city leaders in the U.S. achieve positive economic and social outcomes through community-informed Opportunity Zone investments","$600,000"
321,https://www.rockefellerfoundation.org/grant/grant-united-states-fund-for-unicef-2019-2/,United States Fund for UNICEF 2019,"in support of implementing the ""Intelligent Community Health Systems: A Partnership between The Rockefeller Foundation and UNICEF"" to strengthen data-driven community health","$15,000,000"
322,https://www.rockefellerfoundation.org/grant/grant-2019-162/,The Workers Lab 2019,"toward the costs of piloting the Workers Strength Fund, an emergency grant fund providing cash benefits of up to $1,000 to low-wage, gig economy workers to help cover unexpected expenses","$500,000"
323,https://www.rockefellerfoundation.org/grant/grant-climate-policy-initiative-inc-2019-2/,"Climate Policy Initiative, Inc. 2019","toward the costs of designing a new set of innovative financial tools that will enable investors, countries and governments to manage their climate transition risks","$700,000"
324,https://www.rockefellerfoundation.org/grant/grant-atlantic-council-of-the-united-states-inc-2019-3/,"Atlantic Council of the United States, Inc. 2019","for use by its Adrienne Arsht-Rockefeller Foundation Resilience Center in support of identifying, implementing, and scaling solutions to the urgent crises of climate change, migration, and security","$30,000,000"
325,https://www.rockefellerfoundation.org/grant/grant-global-alliance-for-improved-nutrition-2019-5/,Global Alliance for Improved Nutrition 2019,"in support of gathering data about diet quality in Ghana and Tanzania to inform the Gallup Global Diet Quality project, an effort to build the first global diet quality database freely accessible to the public","$200,000"
326,https://www.rockefellerfoundation.org/grant/grant-the-commons-project-foundation-2019/,The Commons Project Foundation 2019,"in support of designing and structuring a new organizational model for developing, financing, and operating digital, public infrastructure projects","$300,000"
327,https://www.rockefellerfoundation.org/grant/grant-2019-140/,2019,"in support of a convening oriented on unlocking and scaling more investment for climate infrastructure held at The Rockefeller Foundation Bellagio Center, Italy, July 2019","$148,109"
328,https://www.rockefellerfoundation.org/grant/grant-national-academy-of-sciences-2019-4/,National Academy of Sciences 2019,for use by the National Academy of Medicine toward the costs of developing a Global Roadmap for Healthy Longevity,"$250,000"
329,https://www.rockefellerfoundation.org/grant/grant-seed-systems-group-inc-2019-2/,"Seed Systems Group, Inc. 2019",in support of developing agricultural seed system feasibility studies and road maps for select African countries in an effort to bring higher-yielding crop varieties to African farmers,"$349,982"
330,https://www.rockefellerfoundation.org/grant/grant-national-academy-of-sciences-2019-3/,National Academy of Sciences 2019,"for use by its Committee on Science, Technology and Law toward the costs of an international initiative on the clinical use of germline genome editing","$250,000"
331,https://www.rockefellerfoundation.org/grant/grant-2019-145/,2019,in support of researching opportunities to connect donor-advised funds to impact investment opportunities,"$180,000"
332,https://www.rockefellerfoundation.org/grant/grant-oasis-open-2019-2/,OASIS Open 2019,"for use by its Open Mobility Foundation, in support of providing cities with open source software and data standards that will enable safe, equitable governance of public needs","$400,000"
333,https://www.rockefellerfoundation.org/grant/grant-2019-141/,The Global Development Incubator 2019,for use by its Refugee Investment Network toward the costs of scaling investment to address the needs of displaced populations and refugees,"$100,000"
334,https://www.rockefellerfoundation.org/grant/grant-post-road-foundation-2019-3/,Post Road Foundation 2019,in support of piloting a sustainable digital infrastructure project in a rural community and using it as a blueprint to bridge the digital divide across the U. S.,"$481,853"
335,https://www.rockefellerfoundation.org/grant/grant-new-venture-fund-2019-25/,New Venture Fund 2019,"for use by its Safety Net Defense Fund toward the costs of an effort to protect social safety net programs, such as Medicaid and the Supplemental Nutrition Assistance Program, for low-income people in the U.S.","$250,000"
336,https://www.rockefellerfoundation.org/grant/grant-2019-178/,Rockefeller Foundation Donations 2019,"to facilitate Rockefeller Foundation donations to charitable organizations through its Matching Gift Program and other similar programs, as well as contributions to philanthropic sector organizations","$2,500,000"
337,https://www.rockefellerfoundation.org/grant/grant-2019-166/,United Nations Convention to Combat Desertification 2019,"in support of organizing the ""Bellagio Conversation on Fragile States in the Sahel"" to be held at The Rockefeller Foundation Bellagio Center, Italy, May 2019","$150,000"
338,https://www.rockefellerfoundation.org/grant/grant-open-agriculture-foundation-2019-2/,Open Agriculture Foundation 2019,"in support of the National Produce Chemotyping Project, an effort to study the chemical variability of fruits and vegetables to create healthier and more inventive food systems","$249,500"
339,https://www.rockefellerfoundation.org/grant/grant-2019-101/,2019,"toward the costs of the fifth global Women Deliver conference on the health, rights and well-being of girls and women, to be held in Vancouver, Canada, June 2019","$250,000"
340,https://www.rockefellerfoundation.org/grant/grant-2019-139/,"US SIF Foundation, Ltd. 2019","in support of research and a convening to explore how to grow retail demand for impact investing in retirement plans, to be held at The Rockefeller Foundation Bellagio Center, Italy, August 2019","$360,704"
341,https://www.rockefellerfoundation.org/grant/grant-atlantic-council-of-the-united-states-inc-2019-4/,"Atlantic Council of the United States, Inc. 2019",for use by its GeoTech Center in support of a series of convenings and reports exploring China's emerging global role as a leader in the development of artificial intelligence,"$250,000"
342,https://www.rockefellerfoundation.org/grant/grant-tufts-university-2019-4/,Tufts University 2019,for use by The Fletcher School in support of the scoping phase of efforts to develop a prototype data tool that will inform policy decisions around digital transformation as part of the Indian government’s mission to translate the rapid digital uptake in Indian cities into data for new services and digitally enabled job creation,"$100,000"
343,https://www.rockefellerfoundation.org/grant/grant-e-governance-academy-2019-2/,2019,"in support of developing and testing a concept for a ""Digital Transformation Accelerator"" designed to increase government capabilities for public service digitization","$150,000"
344,https://www.rockefellerfoundation.org/grant/grant-2019-98/,2019,in support of organizing a convening to bring together stakeholders to advance applications that leverage data science toward building a more resilient labor force in Africa,"$287,000"
345,https://www.rockefellerfoundation.org/grant/grant-brookings-institution-2019/,Brookings Institution 2019,in support of developing practical scenarios and strategic options for the next iterations of the Sustainable Development Goals 17 rooms concept in order to support improved actions for implementation of the Sustainable Development Goals,"$275,000"
346,https://www.rockefellerfoundation.org/grant/grant-planet-labs-2019-2/,Planet Labs 2019,in support of organizing a convening of data scientists and field experts to develop use-cases and analytical solutions for climate finance,"$200,000"
347,https://www.rockefellerfoundation.org/grant/grant-big-elephant-studios-2019-2/,Big Elephant Studios 2019,"in support of organizing a convening of data scientists and field experts focused on jobs, economic opportunity and pathways to work in the United States","$73,200"
348,https://www.rockefellerfoundation.org/grant/grant-ideo-org-2019-2/,IDEO.org 2019,"in support of human-centered, design-driven research to study and showcase ways that people and communities may benefit from digital government transformation","$208,496"
349,https://www.rockefellerfoundation.org/grant/grant-2019-160/,2019,"for use by its project, WorkLab Innovations, toward the costs of increasing the number of frontline and lower-wage workers with access to special assistance that will help them address barriers to stable employment such as childcare, transportation, housing, health and financial stability","$175,000"
350,https://www.rockefellerfoundation.org/grant/grant-2019-97/,Rockefeller Philanthropy Advisors 2019,"for use by its International Commission on Financing Global Education Opportunity toward the costs of designing the International Finance Facility for Education, a partnership between developing countries, international financial institutions and public and private donors to mobilize new, critically needed funding for education","$500,000"
351,https://www.rockefellerfoundation.org/grant/grant-united-nations-foundation-2019-4/,United Nations Foundation 2019,for use by its Future State Initiative in support of training and outreach on the use and governance of data to promote economic empowerment and democratic values,"$655,991"
352,https://www.rockefellerfoundation.org/grant/grant-rockefeller-philanthropy-advisors-2019-29/,Rockefeller Philanthropy Advisors 2019,for use by its Upstart Co-Lab in support of defining and promoting the Inclusive Creative Economy field among the impact investing community,"$150,000"
353,https://www.rockefellerfoundation.org/grant/grant-university-of-washington-2019-2/,University of Washington 2019,for use by its Institute for Health Metrics and Evaluation in support of developing a report on characterizing the minimum risk diet for 195 countries in an effort to advance a more nourishing and sustainable food system ,"$334,053"
354,https://www.rockefellerfoundation.org/grant/grant-new-venture-fund-2018-9/,New Venture Fund 2018,"for use by Co-Impact, a global collaborative for systems change, toward its operational costs","$11,000,000"
355,https://www.rockefellerfoundation.org/grant/grant-world-bank-2018-4/,World Bank 2018,"toward the costs of developing the Tropical Forest Finance Facility, an instrument to provide financial incentives for tropical forest countries to slow and reverse deforestation","$350,000"
356,https://www.rockefellerfoundation.org/grant/grant-2018-113/,2018,"in support of producing ""Solvable,"" a multi-media storytelling project that raises awareness, conversation and action on pressing global challenges for which promising solutions have been identified, in order to inspire commitment to make those solutions a reality for vulnerable people around the world","$760,600"
357,https://www.rockefellerfoundation.org/grant/grant-windward-fund-2018-8/,Windward Fund 2018,"for use by Factor(E) Ventures, PBC in support of testing technologies and business models which will utilize energy to unlock agricultural productivity and create a community of practice focused on joint planning, research and investment related to the intersection of energy and agriculture to drive economic opportunity in Sub-Saharan Africa","$750,000"
358,https://www.rockefellerfoundation.org/grant/grant-2018-111/,2018,"in support of producing the ""Solvable"" podcast, an original audio series showcasing world thinkers proposing solutions to the world’s most challenging problems affecting poor and vulnerable populations","$1,152,500"
359,https://www.rockefellerfoundation.org/grant/grant-friends-of-jimmy-carter-national-historic-site-2018-2/,2018,toward the costs of strengthening and expanding its educational programming for youth in Georgia and around the U.S.,"$100,000"
361,https://www.rockefellerfoundation.org/grant/grant-university-of-massachusetts-amherst-2018-6/,"University of Massachusetts, Amherst 2018","toward the costs of establishing the Electricity Growth and Use in Developing Economies (E-GUIDE) Center that will use advanced analytics to improve the understanding of energy demand and use in emerging countries and contribute to improved energy planning, access and the productive use of energy","$3,789,716"
362,https://www.rockefellerfoundation.org/grant/grant-2018-154/,2018,in support of efforts to revitalize and reimagine the Appalachian economy and workforce ,"$1,000,000"
363,https://www.rockefellerfoundation.org/grant/grant-datakind-2018-3/,DataKind 2018,in general support of its mission to connect the data science and nonprofit communities for greater social impact,"$8,500,000"
364,https://www.rockefellerfoundation.org/grant/grant-power-for-all-2018-7/,Power for All 2018,in support of the design and initial implementation of an integrated electrification approach in Uganda,"$500,000"
365,https://www.rockefellerfoundation.org/grant/grant-eighteen-east-capital-ltd-2018-2/,Eighteen East Capital Ltd 2018,"in support of researching and designing Sustainable Development Certificates, a funding model to increase the capacity of development finance institutions to make impact investments in underdeveloped markets serving poor and vulnerable communities","$250,000"
366,https://www.rockefellerfoundation.org/grant/grant-hispanic-federation-2018-2/,Hispanic Federation 2018,toward the costs of an effort to rebuild Puerto Rico's coffee industry in local communities following the devastation of Hurricane Maria,"$500,000"
367,https://www.rockefellerfoundation.org/grant/grant-massachusetts-institute-of-technology-2018-9/,Massachusetts Institute of Technology 2018,"in support of creating a global commission that will showcase and advance specific recommendations, policy action, and investments in integrated electrification models","$900,000"
368,https://www.rockefellerfoundation.org/grant/grant-2018-102/,2018,in support of scoping and designing the structure and content of a digital convening platform intended to become a hub for global influencers and function to extend and amplify their reach,"$272,500"
369,https://www.rockefellerfoundation.org/grant/grant-2018-159/,2018,toward the costs of a feasibility study for a new model of energy company in Nigeria that would provide universal energy access through a combination of on- and off-grid solutions,"$500,000"
370,https://www.rockefellerfoundation.org/grant/grant-new-america-foundation-2018-3/,New America Foundation 2018,"in support of its new initiative, “Digital State Practice,” to develop the next generation of public sector, technology platforms to transform the way governments deliver value for citizens","$3,750,000"
371,https://www.rockefellerfoundation.org/grant/grant-stichting-rabo-foundation-klantenfonds-2018-2/,Stichting Rabo Foundation Klantenfonds 2018,"in support of setting up a guarantee facility for the enhanced supplier chain model to support smallholder farmers and suppliers and encourage more sustainable environmental, social and economic practices","$1,000,000"
372,https://www.rockefellerfoundation.org/grant/grant-african-risk-capacity-specialized-agency-of-the-african-union-2018-2/,African Risk Capacity Specialized Agency of the African Union 2018,in support of planning and designing a new sovereign risk pool to insure participating nations in the event of disease outbreaks and epidemics,"$950,000"
373,https://www.rockefellerfoundation.org/grant/grant-institute-of-international-education-2018-2/,Institute of International Education 2018,"in support of administering several activities and programs at The Rockefeller Foundation Bellagio Center, Italy: the semi-annual competitions for Bellagio residents, the Bellagio Travel and Learning Fund, and outreach activities","$3,580,554"
374,https://www.rockefellerfoundation.org/grant/grant-2018-103/,2018,"in support of conducting outreach and nominating Asian artists as candidates for one-month residencies at The Rockefeller Foundation Bellagio Center, Italy","$66,617"
375,https://www.rockefellerfoundation.org/grant/grant-2018-127/,2018,for use by its New Energy Model Organization toward the costs of piloting strategies to scale building energy efficiency projects to benefit low- and moderate-income people and communities,"$100,000"
376,https://www.rockefellerfoundation.org/grant/grant-2018-125/,2018,in general support of its mission to make a year of public service a common opportunity for all young Americans,"$200,000"
377,https://www.rockefellerfoundation.org/grant/grant-apollo-theater-foundation-2018-2/,Apollo Theater Foundation 2018,toward the costs of its Apollo Rising 2.0 capital campaign to elevate the Apollo to a center for 21st century performing arts,"$1,000,000"
378,https://www.rockefellerfoundation.org/grant/grant-candid-2018-2/,Candid 2018,In general support of its mission to strengthen the social sector by advancing knowledge about philanthropy in the U.S. and around the world,"$100,000"
379,https://www.rockefellerfoundation.org/grant/grant-the-energy-for-growth-hub-2018-3/,The Energy for Growth Hub 2018,toward the costs of creating a new energy consumption metric that better captures energy’s role in economic transformation and helps to translate research into policy to support more effective and increased energy provision for economic growth,"$750,000"
380,https://www.rockefellerfoundation.org/grant/grant-2018-118/,2018,in support of conducting research to measure the impacts of the field of impact investing and the Financial Times’ Investing For Good USA Summit in New York,"$150,000"
381,https://www.rockefellerfoundation.org/grant/grant-acumen-fund-inc-2018-2/,"Acumen Fund, Inc. 2018","in support of developing a suite of resources for student social innovation competitions, including tools, training, funding, and a network of peer innovators and investors","$2,999,000"
382,https://www.rockefellerfoundation.org/grant/grant-world-bank-2018-3/,World Bank 2018,in support of developing a Global Framework for Action on Food Loss and Waste including developing country diagnostics and forming a high-level task force,"$1,250,000"
383,https://www.rockefellerfoundation.org/grant/grant-colorado-state-university-2018-2/,2018,"in support of the Colorado-Iowa Obesity Initiative, an effort to identify and implement effective, community-based interventions  to curb the rise in childhood obesity in the U.S.","$198,911"
384,https://www.rockefellerfoundation.org/grant/grant-2018-134/,2018,in support of researching and designing a pan-African investment vehicle to accelerate women's economic development in Africa,"$160,000"
385,https://www.rockefellerfoundation.org/grant/grant-stanford-university-2018-3/,Stanford University 2018,in support of creating a new initiative to provide comprehensive support for transformational innovations in global food systems,"$1,000,000"
386,https://www.rockefellerfoundation.org/grant/grant-2018-158/,2018,in support of providing technical assistance to the Communities Thrive Challenge grantees to help them scale their impact,"$496,834"
387,https://www.rockefellerfoundation.org/grant/grant-meridian-institute-2018-5/,Meridian Institute 2018,in support of the second phase of an effort to create a global architecture for international transactions for reduced emissions from deforestation and forest degradation (REDD+) including the development of a REDD+ standard for future compliance markets,"$150,000"
388,https://www.rockefellerfoundation.org/grant/grant-georgetown-university-2018-2/,Georgetown University 2018,"for use by its Beeck Center for Social Impact + Innovation in support of launching and coordinating a ""Digital State Network,"" an action-oriented research portfolio, and an open platform for knowledge sharing to help civil servants and policy makers leverage government data and technology ethically and at scale","$3,000,000"
389,https://www.rockefellerfoundation.org/grant/grant-wendy-taylor-2018-2/,Wendy Taylor 2018,"in support of a Fellowship to leverage accelerating technologies and data to improve disease surveillance and response, and digitally enabled community health, and further charitable purposes","$275,000"
390,https://www.rockefellerfoundation.org/grant/grant-partnership-for-public-service-2018-2/,Partnership for Public Service 2018,in general support of its mission to revitalize the U.S. federal government by transforming the way it works and inspiring a new generation to serve,"$750,000"
391,https://www.rockefellerfoundation.org/grant/grant-fsg-2018-2/,FSG 2018,"toward the costs of its Shared Value Initiative, to continue to develop the concept of “shared value” and promote it as a guiding philosophy and core business practice that drives innovation by addressing social needs","$300,000"
392,https://www.rockefellerfoundation.org/grant/grant-2018-156/,"Project QUEST, Inc. 2018","in general support of its mission to provide career opportunities to unemployed, underemployed and under-skilled community residents to achieve family-sustaining wages and financial security","$1,000,000"
393,https://www.rockefellerfoundation.org/grant/grant-2018-157/,Montana Community Development Corporation 2018,"in general support of its mission to provide financing and consulting services that transform the lives of individuals and strengthen community prosperity in Montana, Wyoming, and Idaho","$1,000,000"
394,https://www.rockefellerfoundation.org/grant/grant-city-of-boston-2018-2/,City of Boston 2018,toward the costs of expanding its Economic Mobility Lab to advance economic mobility and security for lower and lower-middle class Bostonians,"$500,000"
395,https://www.rockefellerfoundation.org/grant/grant-2018-153/,"South Carolina Community Loan Fund, Inc. 2018",in general support of its mission to advance equitable access to capital in South Carolina,"$1,000,000"
396,https://www.rockefellerfoundation.org/grant/grant-2018-155/,The Industrial Commons 2018,in general support of its mission to provide resources and support to firms and networks in a way that improves livelihoods and roots wealth in communities,"$1,000,000"
397,https://www.rockefellerfoundation.org/grant/grant-ministry-of-finance-trade-investment-and-economic-planning-2018-2/,"Ministry of Finance, Trade, Investment and Economic Planning 2018",in support of designing and launching a Blue Bond to support investment in ocean and fishery value chains in the  Seychelles,"$425,000"
398,https://www.rockefellerfoundation.org/grant/grant-2018-150/,2018,toward the costs of the research and design of a Community Development Finance Index to increase capital flow into poor and vulnerable populations through new financial products,"$650,000"
399,https://www.rockefellerfoundation.org/grant/grant-international-fund-for-agricultural-development-2018-2/,International Fund for Agricultural Development 2018,"in support of providing technical support and training to a network of Rockefeller Foundation partners, in an effort to help farmers reduce post-harvest losses for crops in Kenya, Rwanda, Nigeria and Tanzania","$262,500"
400,https://www.rockefellerfoundation.org/grant/grant-international-centre-of-insect-physiology-and-ecology-2018-2/,International Centre of Insect Physiology and Ecology 2018,in support of testing business models for scaling insect-based protein feed for use in poultry farming and aquaculture in Kenya,"$600,000"
401,https://www.rockefellerfoundation.org/grant/grant-2018-109/,World Resources Institute 2018,in support of producing two publications on food loss and waste that seek to consolidate a global narrative about the issue and share new quantitative evidence on effective action,"$250,000"
402,https://www.rockefellerfoundation.org/grant/grant-2018-116/,2018,"toward the costs of its 2018 Cities for Tomorrow conference, in order to raise awareness of Opportunity Zones and economic development in low-income areas of the U.S.","$200,000"
403,https://www.rockefellerfoundation.org/grant/grant-center-for-us-global-leadership-2018-2/,Center for US Global Leadership 2018,toward the costs of its “Heartland Initiative” aimed at renewing broad engagement around the significance of U.S. leadership in global development,"$250,000"
404,https://www.rockefellerfoundation.org/grant/grant-american-enterprise-institute-for-public-policy-research-2018-2/,American Enterprise Institute for Public Policy Research 2018,toward the costs of developing recommendations that promote social and economic mobility among low- and middle-income Americans through entrepreneurship and self-employment,"$250,000"
405,https://www.rockefellerfoundation.org/grant/grant-new-venture-fund-2018-12/,New Venture Fund 2018,for use by its U.S. Impact Investing Alliance toward the costs of driving collaborative philanthropic action to advance the benefit of the Opportunity Zones community investment tax incentive for poor and vulnerable people,"$120,000"
406,https://www.rockefellerfoundation.org/grant/grant-2018-122/,2018,for use by the Fight Inequality Alliance in support of its ongoing activities leading civil society organizations that have come together to address the growing crisis of inequality,"$150,000"
407,https://www.rockefellerfoundation.org/grant/grant-national-governors-association-center-for-best-practices-2018-2/,National Governors Association Center for Best Practices 2018,in support of researching how governors can integrate Opportunity Zone planning into existing economic and workforce development strategies 3.23.20 amended in support of boiler room operation supporting governors on COVID-19 response.,"$250,000"
408,https://www.rockefellerfoundation.org/grant/grant-niskanen-center-2018-2/,Niskanen Center 2018,"for use by its Poverty and Welfare department toward the costs of social finance research to promote sustainable, pro-growth solutions for the revitalization of distressed communities","$250,000"
409,https://www.rockefellerfoundation.org/grant/grant-paris-school-of-economics-2018-2/,2018,for use by its World Inequality Lab toward the costs of analyzing economic inequality trends in emerging countries in the context of the United Nations' Sustainable Development Goals,"$200,000"
410,https://www.rockefellerfoundation.org/grant/grant-pulitzer-center-on-crisis-reporting-2018-2/,Pulitzer Center on Crisis Reporting 2018,"in support of a fellowship program to promote international long-form reporting and educational outreach focused on global health, fragility and conflict, and food security","$274,096"
411,https://www.rockefellerfoundation.org/grant/grant-2018-117/,2018,"toward the costs of publishing a multi-part, multimedia journalism report entitled “Puerto Rico: The Forgotten Island,” to recognize the one-year anniversary of Hurricane Maria and its impact on Puerto Rico","$200,000"
415,https://www.rockefellerfoundation.org/grant/grant-2018-106/,2018,"toward the cost of building machine learning software to autonomously match crisis-affected communities with the services, materials and help they need","$250,000"
416,https://www.rockefellerfoundation.org/grant/grant-path-2018-6/,PATH 2018,"in support of a project to assess whether cultured proteins, particularly egg and dairy, can play a meaningful role in addressing global malnutrition in a more environmentally sustainable way than traditional animal-sourced foods","$838,805"
417,https://www.rockefellerfoundation.org/grant/grant-results-for-development-2018-4/,Results for Development 2018,"in support of the planning phase to landscape Civil Society Organizations in Africa and create an accessible, searchable online repository to facilitate the strengthening of the sector","$100,000"
418,https://www.rockefellerfoundation.org/grant/grant-united-nations-economic-commission-for-africa-2018-2/,United Nations Economic Commission for Africa 2018,in support of developing knowledge-based advocacy briefs and of organizing a multi-stakeholder continental forum to further the African Continental Free Trade Area agreement,"$100,000"
419,https://www.rockefellerfoundation.org/grant/grant-2018-135/,2018,toward the costs of developing an innovative impact fund for investment in minority-owned depository institutions in an effort to increase their capacity to catalyze capital for minority populations and other vulnerable groups,"$577,080"
420,https://www.rockefellerfoundation.org/grant/grant-feeding-america-2018-2/,Feeding America 2018,in support of an effort to identify and rescue surplus meat and seafood and redistribute it to food insecure populations in the U.S.,"$500,000"
421,https://www.rockefellerfoundation.org/grant/grant-meridian-institute-2018-4/,Meridian Institute 2018,"in support of exploring the feasibility of developing a Global Library for Agricultural Images and Data (GLAID) initiative, in an effort to use data and machine learning to increase effectiveness across agricultural production and distribution","$92,290"
422,https://www.rockefellerfoundation.org/grant/grant-2018-151/,The Global Steering Group for Impact Investment 2018,in general support of its mission to create a world where measurable social and environmental impact is embraced as a deliverable driver in every investment and business decision affecting people and the planet,"$600,000"
423,https://www.rockefellerfoundation.org/grant/grant-2018-99/,Stanford University 2018,"for use by its Immigration Policy Lab toward the costs of implementing, testing, and evaluating the use of a predictive analytics tool in matching refugees to resettlement locations in two to three pilot countries","$282,474"
424,https://www.rockefellerfoundation.org/grant/grant-2018-133/,Acre Capital Limited 2018,in support of the design of an impact investment vehicle that would leverage export credit agency capital to fund social infrastructure projects in emerging markets,"$550,840"
425,https://www.rockefellerfoundation.org/grant/grant-2018-110/,2018,for use by its Carnegie-Tsinghua Center for Global Policy Programs toward the costs of providing research and analysis on China’s role in global development,"$200,000"
426,https://www.rockefellerfoundation.org/grant/grant-world-economic-forum-2018-3/,World Economic Forum 2018,"in support of bringing innovative solutions to today’s most pressing global challenges through its Centre for Public Goods, Centre for the New Economy and Society, Shaping the Future of Food systems initiative, and Shaping the Future of Health and Healthcare systems initiative","$750,000"
427,https://www.rockefellerfoundation.org/grant/grant-new-york-city-energy-efficiency-corporation-2018-2/,New York City Energy Efficiency Corporation 2018,toward the costs of an effort to transform affordable multifamily buildings to net-zero or near net-zero energy use,"$700,000"
428,https://www.rockefellerfoundation.org/grant/grant-asian-venture-philanthropy-network-limited-2018-2/,Asian Venture Philanthropy Network Limited 2018,in support of a project to advance understanding of the current landscape of  innovative financing tools in Asia<br/> <br/> ,"$200,000"
