,Page Url,Job,Location,Type,Description,Organization
49,https://jobs.hopkinsmedicine.org/job/epic-project-leader-ambulatory-information-technology-johns-hopkins-hospital-b-341084-26703/,Epic Project Leader (Ambulatory),"Johns Hopkins Hospital, Baltimore, MD 21201",Economics,"General Position Summary:Demonstrates specialized knowledge of and expertise in relevant computer systems, applications, interfaces and business processes to deliver highly complex solutions for systems and application problems.  Position divides time between lead duties and analyst duties (generally on a 50/50 basis). Lead and provide direction to assigned staff (composed of IT Specialists, Programmer Analysts, Senior Programmer Analysts, Software Engineers, Senior Software Engineers and Application Coordinators) for all tasks by reviewing work for technical viability and for adherence to institutional standards and guidelines.   Lead assigned staff to implement and integrate various departmental and enterprise wide application systems (packages and/or home grown) into the current environment or new environments; and to support production application systems (including but not limited to modification, and testing of new and/or upgraded applications, operating systems, file structures, hardware, communication devices, and productivity tools as well as performance of the application). Apply analysis techniques and procedures to gather and then translate business requirements into functional/technical specifications and designs.  Using functional specifications and designs, produce all or part of the deliverables. Maintain databases and application system code.  
Job Scope/Complexity:
Provide technical leadership based on extensive technical knowledge, skills and experience; influence clients towards innovative/integrated solutions.  Analyzes and resolves highly complex system integration problems.  Responsible for full life-cycle of large sized complex projects which can span an entire department, division, or enterprise-wide level.  For enterprise-wide level, typical projects impact the broader customer base of Johns Hopkins and its most mission critical systems.  Projects often require interaction with various departments and teams both within and outside the department.  Build and maintain client relationships through positive interactions.  (Redundant to leadership responsibilities) For project work, lead diversified staff in various environments.  Interface with senior level IT management, department heads, JHM personnel, vendors and consultants while leading projects. Accountable for project outcome.  Must achieve balance between orchestrating work of others and doing technical work.
     
Job Responsibilities:
The responsibilities listed below are typical examples of the work performed by this position. Not all duties assigned to this position are included, nor is it expected that everyone in this position will be assigned every job responsibility.
LEADERSHIP and Project Management Responsibilities
 Lead an assigned team of Programmer Analysts, Software Engineers, and Application Coordinators as well as others to implement various departmental and enterprise wide applications in the current environment. Lead at least one large project with high level expectations or have responsibility for multiple projects. Lead and provide direction to assigned team(s) as required for assigned projects.  Review teams’ work for technical viability and for adherence to institutional standards and guidelines.  Establish project timeline with appropriate stakeholders. Manage project to achieve agreed timeline. With guidance and direction, may assist or contribute to defining and monitoring the project budget. Develop improvement processes for operational use by the team to ensure successful completion of a project or IT process. Provide input for assigned team members’ performance evaluations. Maintain knowledge of current trends and developments in the field. Incorporate and lead others in the use of the software development lifecycle to include analysis, design, development, testing, training, deployment, and maintenance of applications. Develop and maintain project documentation to include project proposals, charter, scope document, test scenarios, project schedule, and test plans, etc. Supervise the use of approved data gathering and presentation tools. Supervise the project management process groups, which include initiation, planning, execution, monitoring and control, and closing. May prepare status and project reports.  Provide monitoring and guidance in application design and development to more junior staff.  Give direction and leadership in techniques and tools to junior level staff. Supervise the communication, engagement, and encumbering of other resources needed to complete the project (i.e., Storage analysts, Enterprise Services, Help Desk, Disaster Recovery resources, etc.)  Communicates to individuals, teams, business owners, inside and outside the project. Ensures that Project Management processes are followed Ensures Interdependencies are documented and managed Helps teams focus on Deliverables Helps teams understand their Deadlines Manages and Exposes the Critical Path Ensures Project Documentation Exists, is properly stored and can be easily accessed With the Managers and Directors, control the scope Educates and coaches other project members and works with minimal supervision in support of team members on tasks. Reports project issues and staff performance issues to Principals and management.  Contributes to Project prioritization across the enterprise Provides Weekly status reports to Directors and Managers Provides Monthly status report to staff Coordinates and negotiates deliverables requested by the Internal audit department 
ANALYST Responsibilities
ANALYSIS AND REQUIREMENTS GATHERING 
 Employs excellent analytical skills to define highly complex business/clinical/education problems by meeting with clients to observe and understand current processes and the issues related to those processes.  Demonstrates advanced proficiency in creating audience appropriate, detailed documentation, including recommendations for operational and/or system changes and improvements. Documentation includes but is not limited to system designs, procedures, process and data flows, project plans, and/or SBARs.  Gather highly complex system requirements by meeting with clients and researching existing technology to understand the business requirements and possible solutions for new applications. Functions as a senior liaison to the system users and stakeholders to translate complex clinical and or business requirements into technical requirements, data flows and process flows. 
DESIGN , DEVELOPMENT and APPLICATION CONFIGURATION
 Develop detailed tasks and project plans by analyzing project scope and milestones for highly complex projects in order to ensure product is delivered in a timely fashion according to software lifecycle standards.   Write functional/technical specifications from the highly complex system requirements, putting them into functional and technical descriptions for use by programmers and business analysts to develop technical solutions.  Develop/change data input, files/database structures, data transformation, algorithms, and data output by using appropriate computer language/tools to provide  technical solutions for highly complex application development tasks.   Document code and associated processes by adhering to development methodologies, adding code comments and appropriate documentation to various knowledge-base system(s) to simplify code maintenance and to improve support.   
TESTING AND DOCUMENTATION
 Create and document highly complex test scenarios using the appropriate testing tools to validate and verify application functionality.  Test all changes by using the appropriate highly complex test scenarios to ensure all delivered solutions work as expected and errors are handling in a meaningful way. Author and maintain documentation by writing audience-appropriate materials to serve as technical and/or end-user references.  
IMPLEMENTATION AND MAINTENANCE
 Prepares the Application Go Live plan Implement changes by adhering to the change management policies and procedures for any given project to communicate to all parties the nature, significance, and risk factors of the solution. Monitor changes, test to ensure change success, resolve issues, and communicate status.  Provide ongoing, high quality support to stakeholders by providing timely and courteous service.    
 
Required Education: Bachelor’s degree required. Additional experience may be substituted for education. 
 
Required Experience:Five years of related work experience with computer systems and applications. 
 
Preferred Job Qualifications:Knowledge in the assigned application as well as the platform on which it runs. 
 
Knowledge, Skills, & Abilities (KSA’s): 
 Must possess all requisite knowledge, skills, and abilities as posted in the supplemental section. Must demonstrate strong critical thinking and analytical reasoning skills. Ability to work on multiple priorities effectively. Ability to prioritize conflicting demands. Ability to work collaboratively in a team environment. Ability to communicate effectively in the service of users and colleagues. Ability to delegate tasks.  Ability influences others and garner buy in. Ability to build effective teams to execute projects. Strong decision making skills.  Writes and communicates clearly and concisely. Possesses sound documentation skills. Ability to maintain confidentiality. Must demonstrate exemplary customer service skills Demonstrated ability to establish and meet work schedules within limited time frames and under tight deadlines.   Willingness to work off hours as needed in support of changes to the computing environment Proven success on meeting project deadlines and timelines. Participates in the specification, design, implementation, and management of multiple projects Strong technical skills. Strong ability to understand complex business processes. 
Johns Hopkins Health System and its affiliates are drug-free workplace employers.
",Johns Hopkins
50,https://jobs.hopkinsmedicine.org/job/senior-director-health-information-management-finance-johns-hopkins-health-syst-329823-929db/,"Executive Director, Coding and HIM JHHS","Johns Hopkins Health System, Baltimore, MD 21201",Economics,"Position Summary
Executive Director, Coding and Health Information Management JHHS will provide strategic direction and leadership for Health Information Management for the Johns Hopkins Health System (JHHS), achieving a balance between new technology, health information demands, and cost effectiveness. The Executive Director provides executive leadership to the Directors of HIM Operations, Inpatient and Outpatient Coding and works with affiliates (including Bayview Medical Center, Howard County General Hospital, Suburban Hospital, Sibley Memorial Hospital, and All Children’s Hospital) to develop a shared services model for JHHS.  Drive standardization in HIM for integration from legacy systems to EPIC, to ensure consistency in education programs, timely regulatory updates, proper documentation standards, and adherence to compliance initiatives. He/she ensures policy and practice standardization in all areas of Health Information Management across all facilities.
The Executive Director provides oversight for HIM Operations, which includes responsibility for the Record Retrieval, Management and Storage, release, and confidentiality of the legal health record both paper and electronic formats. Data integrity responsibilities include Patient Identity, Deficiency Analysis, Scanning, Release of Information, Transcription Services, and Clinical Documentation improvement initiatives.  Revenue cycle leadership includes responsibility for Inpatient and Outpatient Coding, coding related revenue integrity functions, Collaboration with CDI, and leading coding quality initiatives for designated clinical departments along with annual education and participation on standing and ad hoc revenue cycle committees.
Reporting Relationship
The Executive Director of Health Information Management (HIM) will dual-report to the Sr. Vice President for Medical Affairs JHHS and the Vice President of Revenue Cycle Management-JHHS.
Supervisory Responsibility:
Ultimately responsible for the supervision and management of all JHHS HIM personnel and the development of the strategic direction of HIM for the Johns Hopkins Health System.
Educational Qualifications& Experience 
 Requires Master’s degree in Health Information Administration or related field.RHIA, required Requires a minimum of ten (10) years of health information/medical record management experience, within a large academic medical center or multi-facility, integrated healthcare delivery system with at least seven (7) of those ten (10) years in progressive leadership/management capacity Prior experience working in a matrix organization, including multi-disciplinary teams, varying levels of leadership across the organization, including C-Suite Must be able to use all relevant systems used to store, retrieve and track patient information in the main hospital and overarching JHM network. Excellent interpersonal attributes, the ability to communicate and the skills necessary to work closely with members of the Clinical Staff, other Hospital managers, attorneys, co-workers, and other professional/non-professional individuals. Exhibits strong leadership, management and mentoring skills Requires proven analytical and organizational skills Requires strong supervisory and management skills Requires ability to identify and resolve problems effectively and efficiently. Ability to Prioritize and organize work in setting of changing priorities 
Knowledge:
 Ability to effectively organize and manage multi-facility and multi-state  Health Information Management Departments Requires broad knowledge of external trends, developments, and possibilities within the field of medical information. Requires comprehensive knowledge and understanding of Health System bylaws, Joint Commission and other regulatory standards and requirements as applicable to health information management Understanding and application of time management skills. Ability to set and achieve key performance indicators, goals, and performance standards in a team environment 
MAJOR RESPONSIBILITIES
 Responsible for the overall management of the JHHS Health Information Management: Develops long and short-term plans, goals and objectives that will meet the Johns Hopkins Medicine’s vision, direction and needs for health information Responsible for directing JHHS Health Information Management department through the accreditation process Prepares capital and operating budgets to meet organizational goals and objectives Works closely with the medical staff, the Hospital's finance staff and other clinical and nonclinical areas to accomplish JHHS Health Information Management departmental objectives Identifies, gathers stakeholder input, and prepares cost benefit analyses to support revenue cycle and documentation improvement applications within and outside the current electronic patient record and Epic application including but not limited to computer assisted coding, pre-billing claim review software, speech recognition and clinical documentation software Ultimate responsibility for all JHHS Health Information Management departmental areas that contribute to the management of information. Ultimate responsibility for controlling the level of information i.e., confidentiality, access to information via all formats within JHHS HIM departments. Ultimate responsibility for ensuring that all JHHS HIM department employees are well trained on computer systems, rules of confidentiality, access to information, JHHS Health Information Management department and Hospital policies and procedures and regulatory requirements. Responsible for monitoring and maintaining all JHHS HIM operations within capital budget frame work. Ultimate authority regarding all decisions made within JHHS HIM. Prioritizes and organizes work within department to meet changing priorities. 
",Johns Hopkins
51,https://jobs.hopkinsmedicine.org/job/financial-analyst-i-support-services-services-trades-johns-hopkins-health-syst-348625-6d642/,Financial Analyst I,"Johns Hopkins Health System, Baltimore, MD 21201",Economics,"   Position Summary:   Under general direction, assists with the development of financial plans and budgets to provide information necessary for department to operate in a financially responsible manner consistent with department goals, objectives and policy. Prepares related analyses and financial reports or recommendations.  Responsible for other department-wide functions relating to finance such as: accounts payable, accounts receivable, and financial reconciliation. Competencies:     Education: Requires a Bachelor’s degree in Business, Accounting, Finance, Healthcare Administration, or another related field.   Knowledge:  Work requires a technical understanding of financial and budgeting procedures used in a healthcare environment.  In addition, entry level skills in accounting, data processing and the like as acquired through two to three years related experience.   Skills:  A relatively high level of analytical skills is required to prepare statistical and financial analyses for a variety of users.  Must process strong attention to detail and able to analyze financial and statistical data and recommend solutions. Strong interpersonal skills are necessary to interact and exchange information regularly with diverse groups of people within and outside of Johns Hopkins Medicine. Ability to effectively communicate with financial and administrative staff to ensure services and interactions are accurate.  As a representative of JHMI, presents a professional and polished image. Ability to work independently and in a team setting and meet aggressive time frames; manage multiple projects simultaneously; and prepare oral and/or written presentations if asked.   Required Licensure Certification, etc. None.   Work Experience:  Requires minimum two years of experience in finance, preferably in a healthcare setting.   Machines, Tools, Equipment:  Must be able to operate general office and communications equipment (personal computer, adding machine, telephone, fax machine).      
We are committed to providing a healthy and safe environment for our patients, visitors and staff members. The Johns Hopkins Hospital has a tobacco-free at work policy. Employees must refrain from using any tobacco products during their work shifts — including while at lunch or on breaks, and whether they are on or off campus.
",Johns Hopkins
52,https://jobs.hopkinsmedicine.org/job/instructional-technologist-clerical-and-administrative-support-johns-hopkins-health-syst-336223-e84ea/,Instructional Technologist,"Johns Hopkins Health System, Baltimore, MD 21201",Economics,"Position Summary:
The Instructional Technologist reports to the Instructional Design Manager- myLearning Design Team. The Instructional Technologist will be responsible for the technical development, management and day-to-day support of the enterprise myLearning LMS. Familiarity with a healthcare environment and comfortable working with executive leadership, and clinical staff, the Instructional Technologist must be able to think strategically and build the technical foundation for a successful program. The mission of myLearning Design Team is to provide the highest quality healthcare e-learning to internal and external learners, leveraging innovative technologies and Johns Hopkins’ expertise.
1. Consulting with members of the training team, IT teams, business owners and subject matter experts in the
development of online course materials for educational programs. Identify pedagogical objectives and appropriate
supporting technologies, and provide expert advice to training
management and SMEs on course design and development.
2. Assisting instructional designers in the preparation of course materials for online distribution including the
creation of training portal pages, uploading and organization of course materials into SharePoint, and production
of digital resources that will be easily accessible to a range of online learners.
3. Serving as a primary technical support provider to all myLearning administrators with emphasis on instructional
design, best practices for using the LMS, and vendor-specific tools that will enhance and individualize the course
content delivery for each specific subject and course.
4. Managing all online course development initiatives to ensure that program resources will meet the expectations
of all stakeholders, while meeting schedule timeline and budgetary targets.
5. Providing expert advice to educators on effective and efficient teaching practices using technology. Develop
specialized myLearning training materials as needed.
6. Partnering with enterprise training departments to ensure the flawless execution of the online training. Serve as
a thought leader for online learning throughout the enterprise.
7. Researching and identifying new trends in online learning design and practice. Make recommendations to
training management to enhance and grow online learning program.
8. Managing relationship with external vendors and service providers involved in the production and delivery of
courses.
Education:
Bachelor's Degree in IT or related field
Work Experience:
Five years of relevant work experience, at least a portion of which involves instructional design, education, or training.  Project Management experience preferred
Shift:
Full Time, Day Shift (40 hours)
Exempt, I7
Location:
JHH, 1101 E. 33rd Street, Baltimore, MD  21218
Johns Hopkins Health System and its affiliates are drug-free workplace employers.
",Johns Hopkins
53,https://jobs.hopkinsmedicine.org/job/it-project-manager-non-clinical-professional-johns-hopkins-health-care-338683-ae3a9/,IT Project Manager,"Johns Hopkins Health Care, Hanover, MD 21076",Economics,"Johns Hopkins HealthCare (JHHC) is the managed care and health services business of Johns Hopkins Medicine, one of the premier health delivery, academic, and research institutions in the United States.  JHHC is a $2.5B business serving over 400,000 lives with lines of business in Medicaid, Medicare, commercial, military health, health solutions, and venture investments.  JHHC has become a leader in provider-sponsored health plans and is poised for future growth.  
Many organizations talk about transforming the future of healthcare, Johns Hopkins HealthCare is actually doing it.  We develop innovative, analytics-driven health programs in collaboration with provider partners to drive improved quality and better health outcomes for the members and communities we serve.  If you are interested in improving how healthcare is delivered, join the JHHC team. 
Reports to an IT Director and is responsible for managing one or more it related projects within the constraints of scope quality, time and cost to deliver specified requirements and meet customer satisfaction. Responsible for all aspects of the development and implementation of assigned projects and provides a single point of contact for those projects. Responsible for decisions to effectively manage scope, quality, timeframes and budget of projects.  Ability to develop and maintain systems for administrative feedback, monitor and evaluate information, and to make necessary adjustments to procedures and program implementation.  Ability to organize, create and maintain documents and effectively communicate status of project to all levels of the organization. Develops and maintains Project Documents which may include Scope documents, project plans and communication plans.  Must be able to accurately forecasts, plans, prepares and monitors budget for assigned projects.
 Requirements: 
     Education:  BS degree preferably in Information Systems, Business Administration, Management or project management. Master’s Degree Preferred.  Work experience may be substituted for degree where appropriate     B.    Knowledge: Requires a thorough knowledge of health care insurance related business operations. Requires knowledge and understanding of the interrelationship of business process and Information Systems applications.  Requires thorough knowledge of the project management lifecycle.  Must be knowledgeable with both waterfall and agile project management     C.    Skills: Goal oriented and action-focused, pragmatic and self-disciplined, organized with ability to lead, facilitate, interact effectively with upper levels of management.   Ability to plan, organizes, direct, implement and evaluate processes to lead people and mange resources to achieve desired result. Requires strong analytical and detailed problem solving skills.  Work requires ability to communication effectively – both verbal and written – and requires building and maintaining relationships across department lines.     D.    Required Licensure, Certification, Etc.: Project Management Certification or experience desired     E.    Work Experience: Requires demonstrated experience in project management or management as acquired during 1 – 3 years of experience.  Project Management or management experience required.  Additional education may be substituted for experience.    
 Dimensions: 
   A.    Budget Responsibility: No direct budget responsibility.  May be asked to complete financial analysis to support budget requests for remediation plans, including justification for preventive controls.     B.    Authority/Decision Making Level: Prioritizes work independently to meet organization objectives.  Makes recommendations for audit related system solutions, remediation plans, etc. based on thorough analysis of problem and assessment of alternatives. Requires independent, self-starter. Requires little to no supervision for day to day work.     C.    Supervisory Responsibility: No direct supervisory responsibility.  Provides guidance and direction to other department management staff to broaden organization knowledge of industry standards and best practices and improve organizational capabilities.     Problem  Solving: Ability to develop and maintain systems for administrative feedback monitor and evaluate information, and to make necessary adjustments to procedures and program implementation.     Information  Management: Ability to organize, create and maintain documents and effectively communicate status of project to all levels of the organization.     Working  Conditions: Works in a normal office environment where there are no physical discomforts due to dust, dirt, noise, and the like. Requires ability to sit for extended periods of time. Must be detail oriented and accurate.   
",Johns Hopkins
54,https://jobs.hopkinsmedicine.org/job/licensed-social-worker-social-work-mental-health-howard-county-general-hos-327448-acad9/,Licensed Social Worker,"Howard County General Hospital, Columbia, MD 21044",Economics,"The Medical Social Worker I (MSW) is responsible to implement the plan of care for specific patients, beginning on admission and following through until discharge.  Collaboration with the patient, family, Interdisciplinary Care Team members and external healthcare providers to assure safe, timely and efficient care is required. Initiates the plan of care and monitors its implementation. Functions as a member of the team in coordination of care to patients and serves as a problem solving resource.  Position requires innovative skills for continuous improvement in patient outcomes and cost effectiveness.  Internal communication is required outside of the work group to persuade or gain cooperation and acceptance of ideas.
MAJOR JOB RESPONSIBILITIES:  
 Demonstrates the knowledge and skills necessary to provide care appropriate to the age of the patients served on his/her unit as indicated by the following: Demonstrates ability to assess data reflective of the patient's status and interpret the appropriate information needed to identify each patient's requirements relative to his/her age-specific needs. Identifies the physical, motor, sensory, cognitive and psychosocial characteristics for age group (s) served. Demonstrates ability to provide the care needed as described in the job description and the department’s scope of service for the patient groups under his/her care. Identifies uncertainties and seeks out necessary information to treat patients successfully and safely. Demonstrates ability to adjust communication based on patient’s age and understanding. Demonstrates knowledge of the principles of age related growth and development for the patients under his/her care. Performs approved liaison, teaching, and outreach activities, and committee assignments, which underscore professional practice and enhance the goals/objectives of the Hospital and department. Represents the Hospital in collaboration with patients, family, the Care Team and Interdisciplinary Care Team to assure appropriate, safe, cost-effective, timely and efficient care. Serves on committees, as requested. Identifies patient and family needs and arranges for consultation with specialty services needed, including, but not limited to, medical, financial, environmental, procurement of services and discharge planning. Serves as an advocate on behalf of patients and families.  Communicates with patients to ensure understanding of third party payer guidelines.  Collaborates with patient to arrange discharge planning referrals as ordered by the patient’s physician. Assures completion of all discharge-related functions on a timely basis. Acts as a liaison to external care providers and community health resources, participates in patient care conferences, assures completion of discharge-related functions on a timely basis and assures patient and family education needs are met. Communicates and negotiates with appropriate third party payers to obtain necessary pre-certification. 
EDUCATION & EXPERIENCE:
 Graduate of an accredited college/university.   MSW required with specific course work related to social work. Minimum of two (2) years experience. 
LICENCES & CERTIFICATIONS:                 
 Current Maryland License as a Licensed Graduate Social Worker (LGSW). 
",Johns Hopkins
55,https://jobs.hopkinsmedicine.org/job/mammography-spec-team-lead-radiology-johns-hopkins-hospital-b-317791-b03b9/,Mammography Spec Team Lead,"Johns Hopkins Hospital, Baltimore, MD 21201",Economics,"Under general supervision of the clinical manager, responsible for conducting difficult and specialized radiographic examinations used in diagnosing medical problems. Assumes appropriate patient care management and adjusts daily operations to meet the needs of a changing work environment. Requires a comprehensive understanding of all protocols and procedures. Must demonstrate a high level of technical/exam proficiency. Requires a high level of analytical skills to obtain appropriate images. Good interpersonal and communication skills are necessary. Must possess a high level of technical competency in order to lead coworkers, teach radiology students and assist the radiologist and clinicians. Ability to plan and prioritize patient flow and staffing utilization. Must be able to function as a ""trouble-shooter"" for equipment malfunctions. A comprehensive working knowledge of various diagnostic imaging equipment. Must be able to access data from computers and accessory equipment. In conjunction with the clinical imaging manager, assists in carrying out departmental budgetary goals and objectives. Effectively uses resources in efficient and cost effective manner. In conjunction with the clinical imaging manager will assist as directed in implementing departmental policies. Provides guidance, supervision and direction to departmental personnel in the absence of the clinical imaging manager. Uses defined procedures, protocols and equipment to provide information to support the clinical diagnosis. Use and understand forms, requisitions, departmental forms and schedules. Perform data entry and retrieval on hospital and departmental specific information systems.
Full Time (40 or 36 hours)
Day Shift  8:00  4:30
JHH, 10803 Falls Road, Lutherville, MD  21093
Work requires completion of an AMA approved program in Radiologic Technology or equivalent, which normally is acquired in a two-year college or technical school program.
Must have a minimum of least 2 years full time mammography imaging experience.
ARRT Mammography certified with current registration required. Radiography license by the Maryland Board of Physicians and CPR certification required.
CPR Required
Possible exposure to communicable diseases and hazardous materials with little likelihood of harm if established health precautions are followed
Pay Grade:  CL
Johns Hopkins Health System and its affiliates are drug-free workplace employers.
",Johns Hopkins
56,https://jobs.hopkinsmedicine.org/job/manager-environmental-services-support-services-services-trades-howard-county-general-hos-340363-cfb27/,"Manager, Environmental Services","Howard County General Hospital, Columbia, MD 21044",Economics,"Job Summary:
The Manager, Environmental Services is primarily responsible for delivering a quality and reliable Environmental Service program to the Hospital and administrative units on the HCGH Campus. Provides technical expertise to Environmental Services and defines specific programs necessary to maintain the Hospital facilities in the most efficient and effective manner. Provides excellent customer service to patients, families and staff. Analyzes feedback and adjusts programs, schedules, and labor requirements accordingly. Develops priorities to achieve departmental programmatic and fiscal objectives. Determines the most effective manner to allocate resources during periods of peak demand. Supports the Assistant Director and Director and works across the facility to ensure a well-coordinated effort to maximize the provision of environmental services. Continually assesses performance through established standards (i.e. monitors results such as HCAHPS, Press Ganey, quality assurance checklists and Dazo) and applies corrective measures as required. Ensures that all Environmental Services activities and programs are accomplished in accordance with statutory requirements and regulatory guidelines. Assists the Director in the development and implementation of fiscal strategy for achieving departmental goals. Reviews impact of the approved capital plans on Environmental Services and adjusts programs accordingly. Supports safety programs for the continual maintenance of a safe work place and a safety conscious staff. Oversees parts, materials and equipment inventories to ensure adequate stocking levels. Applies the collective bargaining agreement and resolves issues that may arise.  Performs other duties as assigned.   
Job Responsibilities:
  Directs ES staff in the management of workload across the units to ensure a timely and quality response to requests for service.  Participates in the interviewing and hiring process of all new hires within assigned shift. Assumes responsibility for inventory and preventive maintenance of all ES equipment. Ensures all ES staff perform their duties in a timely, courteous, and professional manner at all times.  Establishes, manages and monitors safety standards, processes, communications, training and systems for ES staff. Develops, updates and implements Environmental Services programs, routines and schedules as necessary. Establishes performance standards to meet the service expectations of a broad client base and productivity measures to identify and track progress and customer satisfaction. Performs other duties as assigned.  Competencies:  
Education & Experience:
 Associates degree and two years of experience in ES management. In lieu of Associate’s degree, five years of ES management experience. 
Licenses & Certifications:
 CHESP preferred. 
Skills & Abilities Required:
 Knowledge of operations, software and quality programs that reflect marked improvements in Service Quality and HCAHPS scores.   Strong oral/written communication, interpersonal, organizational, and multitasking skills. Demonstrated knowledge of federal, state, and local regulations. Proficiency in Microsoft Word, Excel, Outlook, and PowerPoint. 
 
",Johns Hopkins
57,https://jobs.hopkinsmedicine.org/job/manager-general-x-ray-and-breast-imaging-manager-supervisor-howard-county-general-hos-337929-732c5/,"Manager, General X-Ray and Breast Imaging","Howard County General Hospital, Columbia, MD 21044",Economics,"Job Duties:  Under the direction of the Administrator of Diagnostic Imaging, this Manager is responsible for all aspects of clinical operations in the General X-Ray department, and in Breast Imaging.  The manager:                      
 Supervises personnel (hires, coaches, educates, schedules and evaluates clinical staff).           Ensures safe patient care (coordinates all quality assurance activities and quality improvement initiatives).  Optimizes the patient experience (develops and implements initiatives to improve service).   Manages finances (assists in developing, monitoring and complying with budgets)       Ensures that appropriate supplies, equipment and facilities are available.        Provides direct patient care part-time as needed.            Ensures compliance with all regulatory requirements applying to the General X-Ray department (and Breast Imaging).    Ensures that appropriate policies, procedures and clinical protocols are in place. 
Full Time (40 hours)
Day Shift
Pay Grade:  MJ
Education:  Graduate of an accredited radiologic technology program.  Bachelor's degree in business administration, or a related field, is preferred.
License/Certification:  Current registry with ARRT.  Current radiologic technologist licensure in the State of Maryland.  Current CPR certification to be completed by end of HCGH orientation period.
Experience:  Minimum of five years of relevant technical experience is required.  Leadership experience in a healthcare setting is preferred.
Johns Hopkins Health System and its affiliates are drug-free workplace employers.
",Johns Hopkins
58,https://jobs.hopkinsmedicine.org/job/manager-interventional-radiology-cardiovascular-labs-manager-supervisor-howard-county-general-hos-343502-0d877/,"Manager, Interventional Radiology & Cardiovascular Labs","Howard County General Hospital, Columbia, MD 21044",Economics,"Job Duties:  
Under the direction of the Administrator of Diagnostic Imaging, this Manager is responsible for all aspects of clinical operations in the Ultrasound department.  The manager:               
 Supervises personnel (hires, coaches, educates, schedules and evaluates clinical staff).           Ensures safe patient care (coordinates all quality assurance activities and quality improvement initiatives).  Optimizes the patient experience (develops and implements initiatives to improve service).   Manages finances (assists in developing, monitoring and complying with budgets)       Ensures that appropriate supplies, equipment and facilities are available.        Provides direct patient care part-time as needed.            Ensures compliance with all regulatory requirements applying to the Ultrasound department.            Ensures that appropriate policies, procedures and clinical protocols are in place.         
Full Time (40 hours)
Day Shift
Pay Grade:  MJ
Education:  Graduate of an accredited sonography program.  Bachelor's degree in business administration, or a related field, is preferred.
License/Certification:  Current registry with ARDMS.  Current CPR certification to be completed by end of HCGH orientation period.
Experience:  Minimum of five years of relevant technical experience is required.  Leadership experience in a healthcare setting is preferred.
Johns Hopkins Health System and its affiliates are drug-free workplace employers.
",Johns Hopkins
59,https://jobs.hopkinsmedicine.org/job/manager-mri-manager-supervisor-howard-county-general-hos-337943-58fd0/,"Manager, MRI","Howard County General Hospital, Columbia, MD 21044",Economics,"Job Duties:  Under the direction of the Administrator of Diagnostic Imaging, this Manager is responsible for all aspects of clinical operations in the MRI department.  The manager:               
 Supervises personnel (hires, coaches, educates, schedules and evaluates clinical staff).           Ensures safe patient care (coordinates all quality assurance activities and quality improvement initiatives).  Optimizes the patient experience (develops and implements initiatives to improve service).   Manages finances (assists in developing, monitoring and complying with budgets)       Ensures that appropriate supplies, equipment and facilities are available.        Provides direct patient care part-time as needed.            Ensures compliance with all regulatory requirements applying to the MRI department.   Ensures that appropriate policies, procedures and clinical protocols are in place. 
Full Time (40 hours)
Day Shift
Pay Grade:  MJ
Education:  Graduate of an accredited radiologic technology program.  Bachelor's degree in business administration, or a related field, is preferred.
License/Certification:  
 Current registry with ARRT, including registry in MRI Current radiologic technologist licensure in the State of Maryland. Current CPR certification to be completed by end of HCGH orientation period. IV certification by HCGH within ninety (90) days of hire date. 
Experience:  Minimum of five years of relevant technical experience is required.  Leadership experience in a healthcare setting is preferred.
Johns Hopkins Health System and its affiliates are drug-free workplace employers.
",Johns Hopkins
